daydatetime,link_id,speed_offset
2016-03-26 00:02:00,9244,0.144231
2016-03-26 00:02:00,0395,-0.672131
2016-03-26 00:02:00,5594,0.30137
2016-03-26 00:02:00,1141,0.169355
2016-03-26 00:02:00,4028,0.70339
2016-03-26 00:02:00,0784,-0.031579
2016-03-26 00:02:00,1041,-0.508929
2016-03-26 00:02:00,5525,-0.2
2016-03-26 00:02:00,8228,-0.0865385
2016-03-26 00:02:00,8243,0.575
2016-03-26 00:02:00,4395,-1.09756
2016-03-26 00:02:00,0969,0.33945
2016-03-26 00:02:00,2776,0.272727
2016-03-26 00:02:00,7863,-0.0229885
2016-03-26 00:02:00,4959,0.240964
2016-03-26 00:02:00,7959,0.245098
2016-03-26 00:02:00,3525,-0.15873
2016-03-26 00:02:00,2418,0.047619
2016-03-26 00:02:00,5681,0.12963
2016-03-26 00:02:00,2763,-1.28788
2016-03-26 00:02:00,2969,0.480769
2016-03-26 00:02:00,9175,0.042735
2016-03-26 00:02:00,8234,-0.1
2016-03-26 00:02:00,2769,0.518072
2016-03-26 00:02:00,2532,0.026087
2016-03-26 00:02:00,2541,0.193182
2016-03-26 00:02:00,9425,0.0840336
2016-03-26 00:02:00,6918,-0.804878
2016-03-26 00:02:00,7194,0.401961
2016-03-26 00:02:00,3759,0.09
2016-03-26 00:02:00,0913,0.184466
2016-03-26 00:02:00,0863,0.146789
2016-03-26 00:02:00,0763,-0.480392
2016-03-26 00:02:00,0234,-0.126126
2016-03-26 00:02:00,8425,-0.0645161
2016-03-26 00:02:00,5934,0.375
2016-03-26 00:02:00,8041,-0.0163934
2016-03-26 00:02:00,0141,0.0169491
2016-03-26 00:02:00,9663,-0.0849056
2016-03-26 00:02:00,4594,0.208791
2016-03-26 00:02:00,2328,-0.465909
2016-03-26 00:02:00,9041,0.0530974
2016-03-26 00:02:00,7063,0.0897436
2016-03-26 00:02:00,5141,-0.0441176
2016-03-26 00:02:00,2959,0.213115
2016-03-26 00:02:00,3959,0.204301
2016-03-26 00:02:00,3141,0.315315
2016-03-26 00:02:00,2141,-0.0508474
2016-03-26 00:02:00,7425,-0.118812
2016-03-26 00:02:00,3769,0.283951
2016-03-26 00:02:00,2759,-0.0144927
2016-03-26 00:02:00,1741,-0.0340909
2016-03-26 00:02:00,8869,0.62766
2016-03-26 00:02:00,8593,0.56
2016-03-26 00:02:00,4422,0.323232
2016-03-26 00:02:00,6525,-0.134021
2016-03-26 00:02:00,9863,0.130435
2016-03-26 00:02:00,8421,0.559524
2016-03-26 00:02:00,7243,0.5
2016-03-26 00:02:00,4141,0.00934574
2016-03-26 00:02:00,8663,0.0291262
2016-03-26 00:02:00,9813,0.704082
2016-03-26 00:02:00,8194,0.659794
2016-03-26 00:02:00,6032,-0.188679
2016-03-26 00:02:00,9434,0.101124
2016-03-26 00:02:00,9063,0.045977
2016-03-26 00:02:00,4555,-0.428571
2016-03-26 00:02:00,5032,0.201754
2016-03-26 00:02:00,0344,-0.072072
2016-03-26 00:02:00,7934,-0.065934
2016-03-26 00:02:00,1784,-0.247191
2016-03-26 00:02:00,0241,-0.030303
2016-03-26 00:02:00,1518,0.407407
2016-03-26 00:02:00,1763,-0.59375
2016-03-26 00:02:00,9869,-0.274725
2016-03-26 00:02:00,8893,0
2016-03-26 00:02:00,7169,0
2016-03-26 00:02:00,3776,0
2016-03-26 00:02:00,5334,0
2016-03-26 00:02:00,1774,0
2016-03-26 00:02:00,5615,0
2016-03-26 00:02:00,4769,0
2016-03-26 00:02:00,9674,0
2016-03-26 00:02:00,6169,0
2016-03-26 00:02:00,0334,0
2016-03-26 00:02:00,6334,0
2016-03-26 00:02:00,7141,0
2016-03-26 00:02:00,1959,0
2016-03-26 00:02:00,6343,0
2016-03-26 00:02:00,7674,0
2016-03-26 00:02:00,4838,0
2016-03-26 00:02:00,2815,0
2016-03-26 00:02:00,6615,0
2016-03-26 00:02:00,0163,0.461538
2016-03-26 00:02:00,0815,0.6875
2016-03-26 00:02:00,8959,-0.195652
2016-03-26 00:02:00,1234,0.0446429
2016-03-26 00:02:00,3328,0.0833333
2016-03-26 00:02:00,1555,-0.578313
2016-03-26 00:02:00,6141,-0.0757576
2016-03-26 00:02:00,9243,-0.135922
2016-03-26 00:02:00,4653,0.0762712
2016-03-26 00:02:00,6566,0.060241
2016-03-26 00:02:00,5566,-0.047619
2016-03-26 00:02:00,9044,-0.0117648
2016-03-26 00:02:00,9228,-0.19
2016-03-26 00:02:00,8175,0.155963
2016-03-26 00:02:00,7663,0.746835
2016-03-26 00:02:00,4514,0.425532
2016-03-26 00:02:00,1241,0.527778
2016-03-26 00:02:00,0028,-0.435644
2016-03-26 00:02:00,9525,-0.0392157
2016-03-26 00:02:00,1969,0.176471
2016-03-26 00:02:00,3815,-0.262626
2016-03-26 00:02:00,3125,0.361111
2016-03-26 00:02:00,4525,0.12605
2016-03-26 00:02:00,7869,0.285714
2016-03-26 00:02:00,3422,-0.017094
2016-03-26 00:02:00,8063,-0.252427
2016-03-26 00:02:00,4759,-0.166667
2016-03-26 00:02:00,5343,0.212963
2016-03-26 00:02:00,6843,0.0446429
2016-03-26 00:02:00,5041,-0.575472
2016-03-26 00:02:00,8738,0.0208334
2016-03-26 00:02:00,9141,0.390244
2016-03-26 00:04:00,9674,-0.41573
2016-03-26 00:04:00,4141,-0.0654205
2016-03-26 00:04:00,2759,0.101449
2016-03-26 00:04:00,7663,0.746835
2016-03-26 00:04:00,5343,-0.231481
2016-03-26 00:04:00,0395,-0.147541
2016-03-26 00:04:00,9243,0.0291262
2016-03-26 00:04:00,0028,-0.435644
2016-03-26 00:04:00,0141,0.0169491
2016-03-26 00:04:00,1234,0.0446429
2016-03-26 00:04:00,5434,-0.0714286
2016-03-26 00:04:00,3769,0.283951
2016-03-26 00:04:00,0163,0.448718
2016-03-26 00:04:00,9863,0.0760869
2016-03-26 00:04:00,8194,0.350515
2016-03-26 00:04:00,9434,0.101124
2016-03-26 00:04:00,5041,-0.575472
2016-03-26 00:04:00,0329,0.189655
2016-03-26 00:04:00,2532,-0.0521739
2016-03-26 00:04:00,6032,-0.0660377
2016-03-26 00:04:00,0241,0.040404
2016-03-26 00:04:00,7063,-0.0384616
2016-03-26 00:04:00,3776,0.565217
2016-03-26 00:04:00,0763,0.0392157
2016-03-26 00:04:00,9063,0.091954
2016-03-26 00:04:00,7863,-0.0229885
2016-03-26 00:04:00,6566,0.349398
2016-03-26 00:04:00,4759,-0.166667
2016-03-26 00:04:00,4028,0.70339
2016-03-26 00:04:00,2418,0.190476
2016-03-26 00:04:00,8593,0.62
2016-03-26 00:04:00,5681,0.157407
2016-03-26 00:04:00,9813,-0.102041
2016-03-26 00:04:00,0815,0.604167
2016-03-26 00:04:00,0913,0.165049
2016-03-26 00:04:00,4653,0.0762712
2016-03-26 00:04:00,1555,-0.578313
2016-03-26 00:04:00,9525,-0.166667
2016-03-26 00:04:00,8425,-0.11828
2016-03-26 00:04:00,9425,0.0840336
2016-03-26 00:04:00,9663,-0.0849056
2016-03-26 00:04:00,5594,0.30137
2016-03-26 00:04:00,7243,0.711538
2016-03-26 00:04:00,1763,-0.59375
2016-03-26 00:04:00,7194,0.362745
2016-03-26 00:04:00,6334,0.595745
2016-03-26 00:04:00,9041,-0.0884956
2016-03-26 00:04:00,4422,0.323232
2016-03-26 00:04:00,9244,0.163462
2016-03-26 00:04:00,3759,0.19
2016-03-26 00:04:00,9175,-0.128205
2016-03-26 00:04:00,2141,0.101695
2016-03-26 00:04:00,8228,-0.0865385
2016-03-26 00:04:00,4395,-0.939024
2016-03-26 00:04:00,3125,0.333333
2016-03-26 00:04:00,6169,0.574713
2016-03-26 00:04:00,1518,0.518519
2016-03-26 00:04:00,4525,0.12605
2016-03-26 00:04:00,1969,0.176471
2016-03-26 00:04:00,5032,0.22807
2016-03-26 00:04:00,5759,0.0612245
2016-03-26 00:04:00,3525,-0.277778
2016-03-26 00:04:00,5934,0.4375
2016-03-26 00:04:00,2969,0.692308
2016-03-26 00:04:00,7959,0.00980387
2016-03-26 00:04:00,6918,-1.2439
2016-03-26 00:04:00,3422,-0.017094
2016-03-26 00:04:00,0334,0.0833333
2016-03-26 00:04:00,4959,0.457831
2016-03-26 00:04:00,1784,0.0674157
2016-03-26 00:04:00,4514,0.521277
2016-03-26 00:04:00,8869,-0.0638298
2016-03-26 00:04:00,4555,-0.428571
2016-03-26 00:04:00,4594,0.208791
2016-03-26 00:04:00,1041,-0.0714286
2016-03-26 00:04:00,9228,-0.19
2016-03-26 00:04:00,8234,-0.05
2016-03-26 00:04:00,8421,0.452381
2016-03-26 00:04:00,5566,-0.0285714
2016-03-26 00:04:00,3141,0.18018
2016-03-26 00:04:00,0344,-0.144144
2016-03-26 00:04:00,0969,0.33945
2016-03-26 00:04:00,3815,0.040404
2016-03-26 00:04:00,2541,0.113636
2016-03-26 00:04:00,8063,-0.213592
2016-03-26 00:04:00,7141,-0.138298
2016-03-26 00:04:00,6843,-0.0714286
2016-03-26 00:04:00,0784,-0.105263
2016-03-26 00:04:00,7425,-0.267327
2016-03-26 00:04:00,2653,-0.23622
2016-03-26 00:04:00,8041,0.00819667
2016-03-26 00:04:00,2763,-1.43939
2016-03-26 00:04:00,2815,0.07
2016-03-26 00:04:00,8893,0.570175
2016-03-26 00:04:00,1141,0.169355
2016-03-26 00:04:00,8175,-0.146789
2016-03-26 00:04:00,1741,0.0340909
2016-03-26 00:04:00,6041,-1.30769
2016-03-26 00:04:00,0234,-0.225225
2016-03-26 00:04:00,9869,0.0769232
2016-03-26 00:04:00,6681,-0.0447761
2016-03-26 00:04:00,8663,0.0291262
2016-03-26 00:04:00,8738,0.0520833
2016-03-26 00:04:00,5525,-0.111111
2016-03-26 00:04:00,5334,0.753425
2016-03-26 00:04:00,8243,0.2875
2016-03-26 00:04:00,7934,0.21978
2016-03-26 00:04:00,2769,0.445783
2016-03-26 00:04:00,7869,-0.542857
2016-03-26 00:04:00,9141,0.292683
2016-03-26 00:04:00,8959,0.478261
2016-03-26 00:04:00,5141,0
2016-03-26 00:04:00,7169,0
2016-03-26 00:04:00,2959,0
2016-03-26 00:04:00,2328,0
2016-03-26 00:04:00,6141,0
2016-03-26 00:04:00,1774,0
2016-03-26 00:04:00,5615,0
2016-03-26 00:04:00,4769,0
2016-03-26 00:04:00,3328,0
2016-03-26 00:04:00,1959,0
2016-03-26 00:04:00,6343,0
2016-03-26 00:04:00,7674,0
2016-03-26 00:04:00,4838,0
2016-03-26 00:04:00,2776,0
2016-03-26 00:04:00,6615,0
2016-03-26 00:04:00,9044,0.0823529
2016-03-26 00:04:00,1241,0.305556
2016-03-26 00:04:00,6525,0.0515464
2016-03-26 00:04:00,0863,0.0275229
2016-03-26 00:04:00,7886,0.00869569
2016-03-26 00:04:00,3959,0.247312
2016-03-26 00:06:00,1959,0.113402
2016-03-26 00:06:00,3141,0.0360361
2016-03-26 00:06:00,1234,0.321429
2016-03-26 00:06:00,7869,-1.28571
2016-03-26 00:06:00,0141,-0.271186
2016-03-26 00:06:00,9044,0.0823529
2016-03-26 00:06:00,5334,0.726027
2016-03-26 00:06:00,0028,-0.217822
2016-03-26 00:06:00,7959,0.0196078
2016-03-26 00:06:00,5343,0.296296
2016-03-26 00:06:00,5141,0
2016-03-26 00:06:00,7169,0
2016-03-26 00:06:00,9228,0
2016-03-26 00:06:00,4759,0
2016-03-26 00:06:00,9663,0
2016-03-26 00:06:00,1774,0
2016-03-26 00:06:00,5615,0
2016-03-26 00:06:00,2759,0
2016-03-26 00:06:00,8228,0
2016-03-26 00:06:00,5759,0
2016-03-26 00:06:00,6343,0
2016-03-26 00:06:00,4838,0
2016-03-26 00:06:00,6615,0
2016-03-26 00:06:00,5566,-0.0380952
2016-03-26 00:06:00,8175,-0.183486
2016-03-26 00:06:00,1969,0.0196078
2016-03-26 00:06:00,3125,0.0416666
2016-03-26 00:06:00,4028,0.0677966
2016-03-26 00:06:00,0163,0.294872
2016-03-26 00:06:00,4395,0.5
2016-03-26 00:06:00,4959,0.614458
2016-03-26 00:06:00,6141,-0.136364
2016-03-26 00:06:00,2541,0.159091
2016-03-26 00:06:00,9244,-0.153846
2016-03-26 00:06:00,2328,-1.36364
2016-03-26 00:06:00,1141,0.169355
2016-03-26 00:06:00,8243,0.1375
2016-03-26 00:06:00,8869,-0.0319149
2016-03-26 00:06:00,6032,-0.292453
2016-03-26 00:06:00,8893,0.72807
2016-03-26 00:06:00,0395,-0.0819672
2016-03-26 00:06:00,0241,0.282828
2016-03-26 00:06:00,5032,0.263158
2016-03-26 00:06:00,1784,0.0674157
2016-03-26 00:06:00,0763,-0.166667
2016-03-26 00:06:00,4422,0.0707071
2016-03-26 00:06:00,8194,0.0103092
2016-03-26 00:06:00,9175,-0.128205
2016-03-26 00:06:00,7141,-0.170213
2016-03-26 00:06:00,9869,-0.065934
2016-03-26 00:06:00,1041,-0.348214
2016-03-26 00:06:00,4514,0.521277
2016-03-26 00:06:00,1763,-0.354167
2016-03-26 00:06:00,5594,0.273973
2016-03-26 00:06:00,2141,-0.0762712
2016-03-26 00:06:00,0344,-0.225225
2016-03-26 00:06:00,0784,-0.0736842
2016-03-26 00:06:00,6334,0.489362
2016-03-26 00:06:00,8041,-0.188525
2016-03-26 00:06:00,8738,0.197917
2016-03-26 00:06:00,2418,0.190476
2016-03-26 00:06:00,0815,0.572917
2016-03-26 00:06:00,7063,0.0256411
2016-03-26 00:06:00,7674,0.333333
2016-03-26 00:06:00,3959,0.182796
2016-03-26 00:06:00,7663,0.721519
2016-03-26 00:06:00,9525,-0.245098
2016-03-26 00:06:00,2653,0.543307
2016-03-26 00:06:00,7425,-0.277228
2016-03-26 00:06:00,5041,-0.415094
2016-03-26 00:06:00,7243,0.615385
2016-03-26 00:06:00,6566,0.46988
2016-03-26 00:06:00,9041,-0.0442478
2016-03-26 00:06:00,4555,-0.428571
2016-03-26 00:06:00,2969,0.557692
2016-03-26 00:06:00,2959,0.196721
2016-03-26 00:06:00,1741,-0.0454545
2016-03-26 00:06:00,6041,-1.18462
2016-03-26 00:06:00,3815,-0.0606061
2016-03-26 00:06:00,5525,-0.0888889
2016-03-26 00:06:00,8421,0.404762
2016-03-26 00:06:00,1518,0.481482
2016-03-26 00:06:00,9813,-0.193878
2016-03-26 00:06:00,2769,0.0481928
2016-03-26 00:06:00,8425,-0.107527
2016-03-26 00:06:00,3328,0.316667
2016-03-26 00:06:00,8959,0.423913
2016-03-26 00:06:00,0329,0.310345
2016-03-26 00:06:00,9674,-0.617978
2016-03-26 00:06:00,2776,0.597403
2016-03-26 00:06:00,8593,0.48
2016-03-26 00:06:00,3776,0.402174
2016-03-26 00:06:00,2532,-0.0956522
2016-03-26 00:06:00,6843,0.0357143
2016-03-26 00:06:00,0234,-0.225225
2016-03-26 00:06:00,0334,0.0833333
2016-03-26 00:06:00,9063,0.091954
2016-03-26 00:06:00,4525,0.226891
2016-03-26 00:06:00,7863,-0.0229885
2016-03-26 00:06:00,0969,0.119266
2016-03-26 00:06:00,4769,0.320988
2016-03-26 00:06:00,1241,0.527778
2016-03-26 00:06:00,8063,-0.135922
2016-03-26 00:06:00,3769,0.160494
2016-03-26 00:06:00,9243,-0.0485437
2016-03-26 00:06:00,7194,0.0392157
2016-03-26 00:06:00,3759,0.18
2016-03-26 00:06:00,6681,-0.0447761
2016-03-26 00:06:00,9141,0.121951
2016-03-26 00:06:00,4594,0.461538
2016-03-26 00:06:00,7934,0.263736
2016-03-26 00:06:00,8663,0.572816
2016-03-26 00:06:00,5681,0.185185
2016-03-26 00:06:00,0913,-0.271845
2016-03-26 00:06:00,4653,0.347458
2016-03-26 00:06:00,6525,0.123711
2016-03-26 00:06:00,5934,0.46875
2016-03-26 00:06:00,9425,0.352941
2016-03-26 00:06:00,8234,0.0166667
2016-03-26 00:06:00,3422,-0.017094
2016-03-26 00:06:00,9434,0.101124
2016-03-26 00:06:00,2815,-0.08
2016-03-26 00:06:00,9863,0.119565
2016-03-26 00:06:00,4141,-0.121495
2016-03-26 00:06:00,6169,0.563218
2016-03-26 00:06:00,6918,0.634146
2016-03-26 00:06:00,0863,0.00917426
2016-03-26 00:06:00,2763,-1.16667
2016-03-26 00:06:00,1555,-0.759036
2016-03-26 00:06:00,3525,0.111111
2016-03-26 00:06:00,5434,-0.333333
2016-03-26 00:06:00,7886,0.0608695
2016-03-26 00:08:00,3776,0.402174
2016-03-26 00:08:00,1041,-0.383929
2016-03-26 00:08:00,2815,-0.1
2016-03-26 00:08:00,9663,-0.0188679
2016-03-26 00:08:00,8228,-0.134615
2016-03-26 00:08:00,0141,0.635593
2016-03-26 00:08:00,0815,0.520833
2016-03-26 00:08:00,2141,-0.101695
2016-03-26 00:08:00,7886,0.0695652
2016-03-26 00:08:00,7674,-0.0277778
2016-03-26 00:08:00,8063,-0.126214
2016-03-26 00:08:00,7663,0.772152
2016-03-26 00:08:00,9425,0.352941
2016-03-26 00:08:00,6681,-0.0447761
2016-03-26 00:08:00,5594,0.561644
2016-03-26 00:08:00,7194,0.00980387
2016-03-26 00:08:00,6169,0.448276
2016-03-26 00:08:00,0344,-0.315315
2016-03-26 00:08:00,1784,0.0674157
2016-03-26 00:08:00,1741,-0.0795454
2016-03-26 00:08:00,0234,-0.225225
2016-03-26 00:08:00,0163,0.205128
2016-03-26 00:08:00,0784,-0.157895
2016-03-26 00:08:00,5681,0.0462963
2016-03-26 00:08:00,9175,-0.0769231
2016-03-26 00:08:00,4395,0.548781
2016-03-26 00:08:00,9141,0.0487804
2016-03-26 00:08:00,5759,0.22449
2016-03-26 00:08:00,3422,0.145299
2016-03-26 00:08:00,4028,0.0677966
2016-03-26 00:08:00,9434,0
2016-03-26 00:08:00,5041,-0.415094
2016-03-26 00:08:00,3769,0.160494
2016-03-26 00:08:00,6525,0.123711
2016-03-26 00:08:00,9525,-0.0980392
2016-03-26 00:08:00,7141,0.0425532
2016-03-26 00:08:00,8893,0.745614
2016-03-26 00:08:00,4422,0.030303
2016-03-26 00:08:00,0395,0.42623
2016-03-26 00:08:00,8243,0.7625
2016-03-26 00:08:00,8593,-0.06
2016-03-26 00:08:00,0329,0.275862
2016-03-26 00:08:00,0028,-0.217822
2016-03-26 00:08:00,9228,0.06
2016-03-26 00:08:00,4759,0.141026
2016-03-26 00:08:00,3141,0
2016-03-26 00:08:00,4141,-0.121495
2016-03-26 00:08:00,9243,-0.0485437
2016-03-26 00:08:00,2532,0.130435
2016-03-26 00:08:00,8175,-0.183486
2016-03-26 00:08:00,1234,0.321429
2016-03-26 00:08:00,6041,-0.6
2016-03-26 00:08:00,6566,0.53012
2016-03-26 00:08:00,0334,0.225
2016-03-26 00:08:00,1969,0.0196078
2016-03-26 00:08:00,4514,0.585106
2016-03-26 00:08:00,0913,-0.417476
2016-03-26 00:08:00,7869,-1.42857
2016-03-26 00:08:00,7063,0.0641026
2016-03-26 00:08:00,9044,0.0117648
2016-03-26 00:08:00,7959,0.882353
2016-03-26 00:08:00,9863,0.228261
2016-03-26 00:08:00,9813,-0.193878
2016-03-26 00:08:00,2541,0.215909
2016-03-26 00:08:00,4555,-0.428571
2016-03-26 00:08:00,1518,0.518519
2016-03-26 00:08:00,4525,0.319328
2016-03-26 00:08:00,3759,0.21
2016-03-26 00:08:00,2959,0.278688
2016-03-26 00:08:00,2769,0.120482
2016-03-26 00:08:00,4769,0.320988
2016-03-26 00:08:00,9869,-0.065934
2016-03-26 00:08:00,3959,0.268817
2016-03-26 00:08:00,6032,0.132076
2016-03-26 00:08:00,5934,0.53125
2016-03-26 00:08:00,3125,0.138889
2016-03-26 00:08:00,5343,0.490741
2016-03-26 00:08:00,8234,0.108333
2016-03-26 00:08:00,9244,0.0192308
2016-03-26 00:08:00,5032,0.149123
2016-03-26 00:08:00,1959,0.103093
2016-03-26 00:08:00,5141,0
2016-03-26 00:08:00,2328,0
2016-03-26 00:08:00,5334,0
2016-03-26 00:08:00,1774,0
2016-03-26 00:08:00,5615,0
2016-03-26 00:08:00,3328,0
2016-03-26 00:08:00,2759,0
2016-03-26 00:08:00,6343,0
2016-03-26 00:08:00,4838,0
2016-03-26 00:08:00,6615,0
2016-03-26 00:08:00,4653,0.347458
2016-03-26 00:08:00,0241,0.242424
2016-03-26 00:08:00,3525,-0.0238095
2016-03-26 00:08:00,2969,0.211538
2016-03-26 00:08:00,0969,0.155963
2016-03-26 00:08:00,8194,0.0103092
2016-03-26 00:08:00,7425,-0.227723
2016-03-26 00:08:00,2653,0.551181
2016-03-26 00:08:00,5566,-0.00952385
2016-03-26 00:08:00,0863,-0.0733945
2016-03-26 00:08:00,2418,0.190476
2016-03-26 00:08:00,8869,-0.106383
2016-03-26 00:08:00,1763,-0.229167
2016-03-26 00:08:00,1555,-0.578313
2016-03-26 00:08:00,2763,-0.515152
2016-03-26 00:08:00,0763,0
2016-03-26 00:08:00,9674,-0.617978
2016-03-26 00:08:00,6843,0.0625
2016-03-26 00:08:00,8421,0.178571
2016-03-26 00:08:00,4594,0.505495
2016-03-26 00:08:00,7243,0.653846
2016-03-26 00:08:00,3815,-0.0606061
2016-03-26 00:08:00,7863,-0.0229885
2016-03-26 00:08:00,7169,0.514286
2016-03-26 00:08:00,6334,0.468085
2016-03-26 00:08:00,9041,0.00884959
2016-03-26 00:08:00,2776,0.597403
2016-03-26 00:08:00,5434,-0.0714286
2016-03-26 00:08:00,9063,0.218391
2016-03-26 00:08:00,7934,0.483517
2016-03-26 00:08:00,6918,0.682927
2016-03-26 00:08:00,1141,0.169355
2016-03-26 00:08:00,8738,0.177083
2016-03-26 00:08:00,8663,0.514563
2016-03-26 00:08:00,1241,0.625
2016-03-26 00:08:00,8425,-0.0860215
2016-03-26 00:08:00,5525,-0.0888889
2016-03-26 00:08:00,6141,-0.136364
2016-03-26 00:08:00,8041,-0.188525
2016-03-26 00:08:00,4959,0.518072
2016-03-26 00:08:00,8959,0.630435
